price,manufacturer_country,age,mileage,category,leather_interior,fuel_type,engine_volume,turbo,gear_box_type,drive_wheels,steering_side,doors,airbags
14426,Japan,11,275200,Jeep,No,Petrol,2.5,No,Automatic,4X4,Left,4-5,6
27284,Germany,14,26000,Minivan,No,Diesel,2.2,Yes,Automatic,Rear,Left,4-5,2
18503,Japan,11,160000,Sedan,Yes,Hybrid,1.8,No,Variator,Front,Left,4-5,8
19817,Japan,8,126000,Coupe,No,Hybrid,1.3,No,Automatic,Front,Left,4-5,8
31047,Germany,11,85000,Sedan,Yes,Petrol,3.5,Yes,Tiptronic,Rear,Left,4-5,12
28212,,10,100959,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
19306,Japan,9,68000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
19444,South Korea,8,122000,Hatchback,Yes,Diesel,1.6,Yes,Tiptronic,Front,Left,4-5,6
38894,South Korea,5,96618,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
7213,Japan,18,202000,Minivan,No,Petrol,1.8,No,Manual,4X4,Right,4-5,2
7806,South Korea,11,219822,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
42171,Japan,7,38161,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
16151,South Korea,6,40523,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
13877,USA,8,226233,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,4
18503,South Korea,5,30312,Sedan,Yes,Lpg,1.6,No,Automatic,Front,Left,4-5,4
2901,Germany,9,177512,Sedan,Yes,Petrol,2.0,No,Automatic,4X4,Left,4-5,12
16004,South Korea,5,43618,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
45473,Germany,12,170000,Jeep,Yes,Petrol,3.0,No,Tiptronic,4X4,Left,4-5,10
13485,Germany,17,164000,Jeep,Yes,Petrol,2.5,No,Tiptronic,4X4,Left,4-5,8
17249,USA,4,52000,Hatchback,No,Petrol,1.6,No,Automatic,Front,Left,4-5,8
20385,Japan,9,210000,Hatchback,No,Petrol,1.8,No,Automatic,Front,Left,4-5,0
1725,Germany,4,48579,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
39389,South Korea,7,80186,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
1019,USA,10,166318,Coupe,Yes,Petrol,3.6,No,Automatic,Rear,Left,2-3,12
19946,South Korea,7,58317,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
9722,Japan,14,116800,Sedan,No,Petrol,1.5,No,Tiptronic,Front,Right,4-5,2
12000,Japan,18,170000,Minivan,No,Petrol,3.5,No,Automatic,Front,Left,4-5,0
3293,USA,9,126419,Hatchback,Yes,Hybrid,1.4,No,Automatic,Front,Left,4-5,12
9408,Japan,10,151000,Hatchback,No,Hybrid,1.3,No,Tiptronic,Front,Right,4-5,2
34497,Japan,6,74000,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,0
15053,South Korea,6,269972,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
12777,USA,10,167776,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
27065,,8,181796,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
3920,Japan,10,326325,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
18817,USA,5,74000,Hatchback,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,12
16308,South Korea,11,74000,Jeep,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,4
14426,Germany,11,130400,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,8
9722,Japan,15,130000,Sedan,Yes,Petrol,1.5,No,Automatic,Front,Right,4-5,2
16308,South Korea,11,57559,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
3293,USA,2,20040,Sedan,Yes,Petrol,1.4,No,Automatic,Front,Left,4-5,12
13485,South Korea,8,96165,Sedan,Yes,Hybrid,2.4,No,Automatic,Front,Left,4-5,8
47042,Japan,8,94000,Sedan,Yes,Petrol,3.5,No,Tiptronic,4X4,Left,4-5,8
8154,Japan,9,116000,Universal,No,Hybrid,1.3,No,Variator,Front,Right,4-5,2
24462,Germany,3,45525,Sedan,Yes,Hybrid,2.0,No,Automatic,Rear,Left,4-5,12
39891,South Korea,7,81000,Jeep,Yes,Diesel,2.2,No,Automatic,Front,Left,4-5,4
18189,USA,14,208000,Jeep,Yes,Cng,3.7,No,Tiptronic,4X4,Left,4-5,8
11760,,10,332077,Jeep,Yes,Diesel,2.7,No,Automatic,Front,Left,4-5,4
17249,South Korea,6,68728,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,0
18826,South Korea,8,88694,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
24123,,11,113724,Jeep,Yes,Diesel,2.7,No,Automatic,Front,Left,4-5,4
9095,Japan,21,181000,Jeep,No,Petrol,1.6,No,Variator,4X4,Right,4-5,2
12083,South Korea,10,43224,Jeep,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
1960,Japan,7,81587,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
12544,USA,13,156000,Jeep,Yes,Hybrid,2.3,No,Automatic,4X4,Left,4-5,6
1960,South Korea,8,177590,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
14897,Japan,4,56893,Jeep,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
3136,South Korea,7,104085,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,12
37799,South Korea,7,77850,Minivan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,4
13799,Japan,13,137000,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,6
10976,USA,12,184000,Jeep,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
31361,Japan,6,163000,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,0
34836,South Korea,5,106553,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
31675,Germany,10,205717,Jeep,Yes,Diesel,3.0,Yes,Tiptronic,4X4,Left,4-5,12
5645,South Korea,8,100000,Sedan,Yes,Hybrid,2.4,No,Automatic,Front,Left,4-5,12
19757,,10,128000,Hatchback,Yes,Petrol,1.6,Yes,Automatic,Front,Right,4-5,8
12027,Japan,8,113000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
15367,USA,9,61100,Sedan,Yes,Petrol,1.4,Yes,Tiptronic,Front,Left,4-5,12
14021,USA,10,130000,Hatchback,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,8
1019,USA,2,24805,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
9565,Japan,5,60677,Jeep,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
27889,,10,138000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
21012,Japan,8,77182,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,8
15053,South Korea,6,309174,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
12548,Japan,6,98937,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
27162,USA,5,118365,Jeep,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
1333,Germany,8,138355,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
6500,Germany,8,14300,Hatchback,No,Petrol,1.0,No,Tiptronic,Front,Right,4-5,2
17923,South Korea,10,172000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
31361,Japan,7,144000,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
42337,Germany,7,144000,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Rear,Left,4-5,12
5802,South Korea,12,84818,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
28000,Japan,3,12987,Jeep,Yes,Petrol,1.8,No,Tiptronic,Front,Left,>5,12
2587,South Korea,9,277614,Sedan,Yes,Hybrid,2.4,No,Automatic,Front,Left,4-5,12
45473,Japan,14,212001,Jeep,No,Diesel,2.5,Yes,Manual,4X4,Left,4-5,6
21975,South Korea,10,193873,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
2274,Japan,7,53675,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
24148,Japan,7,55000,Jeep,No,Petrol,2.5,No,Automatic,4X4,Left,4-5,12
8781,Germany,21,309000,Sedan,No,Diesel,2.2,No,Automatic,Rear,Left,4-5,8
20385,Japan,10,95000,Jeep,No,Petrol,2.0,No,Automatic,4X4,Left,4-5,10
6743,UK,3,10782,Jeep,Yes,Petrol,2.0,No,Automatic,4X4,Left,4-5,12
19757,South Korea,6,57000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,>5,10
28000,Germany,4,48578,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,>5,12
1490,South Korea,10,202637,Sedan,Yes,Hybrid,2.4,No,Automatic,Front,Left,4-5,0
29166,South Korea,4,33100,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,6
20698,South Korea,4,120000,Sedan,Yes,Lpg,1.6,No,Automatic,Front,Left,4-5,4
15053,South Korea,7,83000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,6
21639,USA,6,174400,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,12
39201,USA,6,80000,Coupe,Yes,Petrol,2.3,Yes,Tiptronic,Rear,Left,2-3,10
10036,Japan,8,101000,Hatchback,No,Hybrid,1.3,No,Automatic,Front,Right,4-5,4
20385,Japan,8,105000,Sedan,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,0
26657,Germany,7,170000,Sedan,Yes,Petrol,3.0,Yes,Automatic,4X4,Left,4-5,12
10976,USA,6,76800,Sedan,No,Petrol,1.4,Yes,Tiptronic,Front,Left,4-5,10
25716,Germany,13,160000,Jeep,Yes,Petrol,3.0,No,Tiptronic,4X4,Left,4-5,6
31204,South Korea,5,30574,Sedan,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
10976,USA,20,230000,Microbus,No,Diesel,2.0,Yes,Manual,Front,Left,4-5,2
13485,Germany,14,260000,Goods Wagon,No,Diesel,1.7,Yes,Manual,Front,Left,4-5,8
6899,Germany,22,180000,Hatchback,No,Cng,1.6,No,Manual,Front,Left,4-5,6
15053,Germany,10,188800,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,0
11992,USA,11,147398,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
22580,Japan,8,135000,Sedan,Yes,Petrol,2.5,No,Tiptronic,Front,Left,4-5,6
7213,Germany,22,248592,Universal,No,Petrol,2.8,No,Automatic,Rear,Left,4-5,8
5331,Germany,19,123000,Hatchback,Yes,Petrol,1.9,No,Automatic,Front,Right,4-5,6
13485,Japan,12,167219,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
21326,Germany,12,171000,Sedan,Yes,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,10
4077,South Korea,8,104557,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
9408,Japan,10,39333,Hatchback,No,Petrol,1.5,No,Variator,Front,Right,4-5,8
19444,South Korea,9,67000,Sedan,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,12
12858,Japan,8,145000,Hatchback,No,Hybrid,1.3,No,Automatic,Front,Right,4-5,4
23521,Germany,9,140096,Sedan,Yes,Petrol,3.0,No,Tiptronic,Rear,Left,4-5,12
2195,Japan,6,106989,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
10976,Germany,15,136000,Hatchback,No,Diesel,1.9,Yes,Manual,Rear,Left,4-5,6
39226,South Korea,4,133808,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
33908,South Korea,7,175126,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
12231,Japan,12,138942,Sedan,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,8
13172,Germany,8,103000,Sedan,No,Petrol,2.5,No,Tiptronic,Front,Left,4-5,12
42052,South Korea,5,113588,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
10976,USA,10,131200,Sedan,No,Petrol,1.4,No,Automatic,Front,Left,4-5,6
22063,South Korea,11,167512,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
33214,South Korea,8,79730,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
5175,Japan,3,147947,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
2822,Japan,6,103498,Jeep,Yes,Petrol,1.6,No,Automatic,4X4,Left,4-5,0
23700,Germany,8,71011,Sedan,Yes,Petrol,2.0,Yes,Automatic,4X4,Left,4-5,12
17249,South Korea,6,104978,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,0
2038,Japan,6,49562,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,12
13015,USA,6,90000,Jeep,No,Petrol,1.4,Yes,Automatic,4X4,Left,4-5,0
13485,Japan,12,161000,Coupe,No,Diesel,1.6,Yes,Manual,Front,Left,2-3,4
15053,Japan,18,140000,Jeep,Yes,Petrol,3.5,No,Tiptronic,4X4,Left,4-5,6
18760,USA,11,116000,Jeep,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,4
21639,Germany,13,110000,Sedan,Yes,Petrol,3.0,No,Automatic,Rear,Left,4-5,10
13485,Germany,19,280000,Minivan,Yes,Diesel,2.2,Yes,Tiptronic,Front,Left,4-5,6
6743,USA,4,61653,Sedan,Yes,Petrol,2.3,No,Automatic,Rear,Left,4-5,12
18189,South Korea,9,48000,Sedan,Yes,Petrol,1.8,No,Tiptronic,Front,Left,4-5,12
23834,Germany,11,280000,Jeep,Yes,Petrol,3.2,No,Tiptronic,4X4,Left,4-5,12
24618,Japan,6,64269,Jeep,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,0
3293,Germany,6,196614,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,0
6899,Japan,10,106000,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,8
34980,South Korea,6,143269,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
8467,USA,11,145600,Hatchback,No,Petrol,2.4,No,Manual,Front,Left,4-5,6
8781,Japan,6,67074,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
40456,South Korea,3,18000,Sedan,No,Hybrid,2.0,No,Tiptronic,Front,Left,4-5,12
2901,South Korea,4,87954,Jeep,Yes,Petrol,3.3,No,Automatic,4X4,Left,4-5,12
2274,USA,10,168966,Jeep,Yes,Hybrid,2.5,No,Automatic,4X4,Left,4-5,0
44545,South Korea,5,86000,Jeep,Yes,Diesel,1.7,No,Automatic,Front,Left,4-5,4
22266,Japan,8,142300,Hatchback,Yes,Hybrid,1.8,No,Variator,Front,Left,4-5,12
45210,South Korea,4,63433,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
32302,Germany,9,112000,Sedan,Yes,Petrol,2.0,Yes,Tiptronic,Rear,Left,4-5,12
29075,USA,7,126627,Jeep,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,4
12701,South Korea,4,78000,Sedan,No,Petrol,1.2,No,Manual,Front,Left,4-5,4
3607,South Korea,8,156326,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,12
30734,Germany,12,157000,Jeep,Yes,Diesel,3.2,Yes,Tiptronic,4X4,Left,4-5,12
9879,Germany,7,179054,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,12
11604,Japan,9,76000,Hatchback,No,Hybrid,1.5,No,Tiptronic,Front,Right,4-5,4
19444,South Korea,6,116800,Hatchback,Yes,Petrol,1.6,No,Tiptronic,Front,Left,2-3,4
20171,,10,221319,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
20385,Japan,8,123932,Sedan,No,Hybrid,2.5,No,Automatic,Front,Left,4-5,8
13799,Japan,12,200000,Hatchback,Yes,Hybrid,1.8,No,Tiptronic,Front,Left,4-5,6
2430,Japan,8,129128,Jeep,Yes,Petrol,1.6,No,Automatic,4X4,Left,4-5,0
2509,Japan,6,111936,Sedan,Yes,Petrol,2.5,No,Automatic,Front,Left,4-5,12
13172,Japan,13,93000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,12
21953,Japan,9,123546,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,0
24148,Japan,7,77000,Jeep,No,Petrol,1.6,No,Tiptronic,Front,Left,4-5,12
4500,Germany,21,245000,Universal,No,Petrol,2.0,No,Automatic,Front,Right,4-5,4
14113,Japan,10,140000,Hatchback,No,Hybrid,1.3,No,Automatic,Front,Left,4-5,10
14897,Germany,7,60000,Sedan,Yes,Petrol,1.8,Yes,Automatic,Front,Left,4-5,8
17249,Germany,8,207768,Sedan,Yes,Diesel,2.0,Yes,Manual,Front,Left,4-5,6
19416,South Korea,10,151727,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
21012,UK,7,88000,Universal,Yes,Petrol,1.6,No,Manual,Front,Left,4-5,6
7527,USA,8,179200,Hatchback,No,Petrol,2.0,No,Automatic,Front,Left,4-5,6
17405,Japan,11,200000,Hatchback,No,Hybrid,1.8,No,Tiptronic,Front,Left,4-5,6
2352,Japan,9,167158,Sedan,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,0
22947,,11,68493,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
9722,Japan,9,135000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Right,4-5,2
17876,South Korea,7,61579,Sedan,No,Petrol,1.8,No,Tiptronic,Front,Left,4-5,12
10349,Japan,8,149000,Sedan,No,Petrol,1.8,No,Automatic,Front,Left,4-5,0
13485,Japan,15,100000,Minivan,No,Lpg,2.4,No,Automatic,Front,Right,4-5,6
2901,USA,10,174518,Sedan,Yes,Petrol,2.4,No,Automatic,Front,Left,4-5,12
37580,South Korea,5,45156,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
8781,Germany,20,295000,Sedan,No,Diesel,2.2,No,Manual,Rear,Left,4-5,6
20385,Germany,17,320070,Minivan,No,Diesel,2.2,No,Automatic,Front,Left,4-5,2
10349,Japan,19,192000,Universal,No,Lpg,2.0,Yes,Tiptronic,4X4,Right,4-5,6
5959,South Korea,14,48606,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
10349,Japan,17,125000,Jeep,Yes,Cng,2.0,No,Automatic,Front,Left,4-5,4
16411,South Korea,11,201546,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
13485,Japan,9,134000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Right,4-5,6
20341,Japan,8,92300,Hatchback,Yes,Hybrid,1.5,No,Automatic,Front,Left,4-5,4
15053,Germany,5,69012,Jeep,Yes,Petrol,2.0,No,Tiptronic,Front,Left,4-5,12
21953,South Korea,9,47000,Sedan,Yes,Hybrid,2.4,No,Tiptronic,Front,Left,4-5,12
8781,Japan,17,165000,Hatchback,No,Diesel,1.5,Yes,Manual,Front,Left,4-5,6
16308,Germany,16,111520,Sedan,Yes,Petrol,3.5,Yes,Automatic,Rear,Left,4-5,0
7683,South Korea,8,21500,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
17405,South Korea,4,28888,Sedan,Yes,Diesel,1.6,No,Automatic,Front,Left,4-5,4
17562,USA,8,130000,Sedan,No,Petrol,1.6,Yes,Tiptronic,Front,Left,4-5,8
15681,USA,7,160000,Hatchback,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,10
45473,South Korea,4,11000,Jeep,No,Petrol,1.6,Yes,Tiptronic,4X4,Right,4-5,12
42544,,5,83804,Jeep,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
9722,Japan,20,25000,Jeep,No,Petrol,2.0,No,Manual,4X4,Left,4-5,0
23207,Japan,2,30504,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
29166,Japan,3,42000,Hatchback,No,Petrol,2.0,No,Manual,4X4,Left,4-5,6
18189,Japan,15,198000,Jeep,No,Diesel,2.2,Yes,Manual,4X4,Left,4-5,8
27284,Japan,8,99520,Sedan,Yes,Hybrid,2.5,No,Tiptronic,Front,Left,4-5,12
16894,,10,130630,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
10976,Japan,13,219200,Sedan,No,Hybrid,1.5,No,Variator,Front,Left,4-5,6
12231,USA,4,73842,Coupe,Yes,Petrol,2.0,No,Automatic,Rear,Left,2-3,12
9095,Italy,14,150000,Coupe,Yes,Diesel,1.3,Yes,Manual,Front,Left,2-3,12
23521,USA,8,156192,Coupe,No,Petrol,3.6,No,Manual,Rear,Left,4-5,12
11604,South Korea,13,78000,Goods Wagon,No,Diesel,1.6,Yes,Manual,Front,Left,4-5,10
19068,South Korea,9,189853,Sedan,Yes,Petrol,1.8,No,Automatic,Front,Left,4-5,4
26657,,8,90000,Jeep,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
8674,South Korea,11,140000,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
1098,Germany,7,58899,Jeep,Yes,Petrol,2.0,No,Automatic,4X4,Left,4-5,12
15681,Japan,8,140000,Hatchback,No,Petrol,1.8,No,Automatic,Front,Left,4-5,6
7213,Japan,15,200000,Sedan,No,Petrol,1.3,No,Manual,Front,Left,4-5,4
7997,Japan,13,244731,Jeep,Yes,Hybrid,3.5,No,Automatic,Front,Left,4-5,12
31361,Germany,10,102000,Sedan,Yes,Petrol,3.5,No,Tiptronic,4X4,Left,4-5,12
10976,USA,20,171200,Microbus,No,Diesel,2.4,Yes,Manual,Rear,Right,4-5,0
14426,Japan,13,200211,Sedan,Yes,Petrol,1.5,No,Automatic,Rear,Left,4-5,8
19823,Japan,9,91000,Hatchback,Yes,Petrol,1.5,No,Automatic,Front,Left,4-5,4
12544,USA,9,203100,Goods Wagon,No,Petrol,2.0,No,Automatic,Front,Left,4-5,4
38574,Germany,9,187000,Minivan,No,Diesel,2.2,Yes,Manual,Rear,Left,4-5,8
15681,South Korea,5,246839,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
5018,Germany,8,140632,Jeep,Yes,Diesel,3.0,No,Automatic,4X4,Left,4-5,12
22580,Japan,8,98000,Sedan,No,Petrol,2.5,No,Tiptronic,Front,Left,4-5,10
8000,Japan,8,129000,Hatchback,No,Petrol,1.2,No,Automatic,Front,Right,4-5,4
15053,Japan,11,160000,Hatchback,No,Hybrid,1.8,No,Automatic,Front,Left,4-5,6
22580,Japan,9,106000,Jeep,No,Petrol,2.0,No,Tiptronic,Front,Left,4-5,8
10506,Japan,8,92000,Sedan,No,Hybrid,1.5,No,Automatic,Front,Right,4-5,2
3763,Japan,4,63618,Jeep,Yes,Petrol,2.5,No,Automatic,4X4,Left,4-5,12
9252,USA,13,57438,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
19444,Germany,6,96360,Jeep,Yes,Petrol,2.0,No,Automatic,4X4,Left,4-5,12
9405,USA,9,38235,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14113,USA,7,31115,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
9879,South Korea,6,48000,Sedan,Yes,Lpg,2.0,No,Automatic,Front,Left,4-5,4
11807,,11,233503,Sedan,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
17942,South Korea,10,141881,Sedan,Yes,Petrol,1.6,No,Automatic,Front,Left,4-5,4
40456,Germany,9,130000,Microbus,No,Diesel,2.2,Yes,Manual,Front,Left,4-5,0
27356,,10,121168,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14113,Japan,9,102000,Sedan,No,Petrol,1.5,No,Automatic,Front,Right,4-5,8
3058,Japan,6,123498,Hatchback,Yes,Hybrid,1.8,No,Automatic,Front,Left,4-5,12
21012,Japan,7,112000,Hatchback,No,Plug-In Hybrid,1.8,No,Automatic,Front,Left,4-5,12
14113,Japan,11,113000,Hatchback,No,Hybrid,1.3,No,Tiptronic,Front,Left,4-5,8
18208,,9,251018,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
21953,South Korea,8,92800,Sedan,No,Petrol,1.6,No,Tiptronic,Front,Left,2-3,6
22825,USA,6,110000,Sedan,Yes,Petrol,2.0,No,Automatic,Front,Left,4-5,4
15053,South Korea,8,206400,Hatchback,Yes,Petrol,1.8,No,Tiptronic,Front,Left,4-5,6
31361,USA,7,128000,Coupe,Yes,Petrol,3.7,No,Tiptronic,Rear,Left,2-3,6
23239,,10,159000,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14583,Japan,12,98000,Hatchback,No,Petrol,1.8,No,Tiptronic,Front,Left,4-5,8
19757,Germany,18,270000,Jeep,Yes,Diesel,3.0,Yes,Tiptronic,4X4,Left,4-5,6
26657,Japan,8,292800,Sedan,No,Petrol,2.5,No,Automatic,Front,Left,4-5,0
14113,USA,9,96287,Sedan,Yes,Petrol,1.4,Yes,Tiptronic,Front,Left,4-5,12
5959,Japan,18,165000,Sedan,No,Petrol,2.5,No,Tiptronic,4X4,Right,4-5,6
11604,USA,8,51245,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
20071,Japan,13,19000,Sedan,Yes,Hybrid,2.4,No,Variator,Front,Left,4-5,8
15524,Germany,17,170333,Jeep,Yes,Lpg,3.5,No,Tiptronic,4X4,Left,4-5,10
28830,South Korea,10,131900,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
5018,Japan,9,141550,Sedan,Yes,Hybrid,2.5,No,Automatic,Front,Left,4-5,12
5959,Japan,18,199000,Sedan,No,Cng,3.0,No,Tiptronic,Front,Right,4-5,6
10036,Germany,20,205000,Sedan,No,Petrol,2.0,No,Manual,Rear,Left,4-5,5
11290,Japan,11,113581,Hatchback,Yes,Petrol,1.3,No,Manual,Front,Right,4-5,4
12231,Germany,19,290000,Microbus,No,Diesel,2.5,Yes,Manual,Rear,Left,4-5,2
11604,Japan,14,160000,Hatchback,No,Hybrid,1.5,No,Automatic,Front,Left,4-5,8
16308,South Korea,8,140160,Hatchback,Yes,Petrol,1.6,Yes,Automatic,Front,Left,4-5,12
17484,,10,201494,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
14426,USA,13,185600,Jeep,No,Lpg,3.7,No,Automatic,4X4,Left,4-5,6
20764,South Korea,11,160118,Jeep,Yes,Diesel,2.0,No,Automatic,Front,Left,4-5,4
23207,USA,7,107200,Sedan,No,Hybrid,2.0,No,Variator,Front,Left,4-5,0
13485,Japan,8,155672,Jeep,Yes,Petrol,2.5,No,Automatic,4X4,Left,4-5,12
2038,Japan,5,68011,Jeep,Yes,Petrol,2.5,No,Automatic,4X4,Left,4-5,0
30734,Germany,12,59700,Cabriolet,Yes,Petrol,3.0,Yes,Tiptronic,Rear,Left,2-3,7
9565,Japan,16,230000,Jeep,Yes,Petrol,2.0,No,Automatic,4X4,Right,4-5,6
1411,Germany,8,23184,Sedan,Yes,Diesel,2.5,No,Automatic,Front,Left,4-5,12
